"Rationale","Fbar (2018)","Catch (2018)","SSB (2018)","TSB (2018)","Fbar (2019)","Catch (2019)","SSB (2019)","TSB (2019)","SSB (2020)","TSB (2020)"
Fmult(2017) = 0.850,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.24240183343353,799489.320176643,4141454.07754094,5019115.76239567,4035628.70444612,4800551.09405756
Fmult(2017) = 0.860,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.245253619709218,807932.429581055,4139938.98174815,5019115.76239567,4026477.36045943,4793397.09850002
Fmult(2017) = 0.870,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.248105405984907,816354.942449549,4138424.58638628,5019115.76239567,4017324.95274702,4786261.00801383
Fmult(2017) = 0.880,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.250957192260595,824756.916554603,4136910.89110353,5019115.76239567,4008171.64188801,4779142.77157458
Fmult(2017) = 0.890,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.253808978536284,833138.409497806,4135397.89554832,5019115.76239567,3999017.58783965,4772042.33831031
Fmult(2017) = 0.900,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.256660764811973,841499.478710367,4133885.59936923,5019115.76239567,3989862.94993367,4764959.65750105
Fmult(2017) = 0.910,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.259512551087661,849840.181453638,4132374.00221502,5019115.76239567,3980707.88687273,4757894.67857834
Fmult(2017) = 0.920,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.26236433736335,858160.574819627,4130863.10373466,5019115.76239567,3971552.55672675,4750847.35112479
Fmult(2017) = 0.930,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.265216123639039,866460.715731512,4129352.90357727,5019115.76239567,3962397.11692951,4743817.6248736
Fmult(2017) = 0.940,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.268067909914727,874740.660944158,4127843.40139218,5019115.76239567,3953241.72427511,4736805.44970809
Fmult(2017) = 0.950,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.270919696190416,883000.467044621,4126334.59682889,5019115.76239567,3944086.53491455,4729810.77566128
Fmult(2017) = 0.960,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.273771482466104,891240.190452663,4124826.48953708,5019115.76239567,3934931.70435241,4722833.55291538
Fmult(2017) = 0.970,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.276623268741793,899459.887421258,4123319.07916661,5019115.76239567,3925777.38744348,4715873.73180138
Fmult(2017) = 0.980,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.279475055017481,907659.614037098,4121812.36536754,5019115.76239567,3916623.73838947,4708931.26279857
Fmult(2017) = 0.990,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.28232684129317,915839.426221098,4120306.3477901,5019115.76239567,3907470.91073585,4702006.0965341
Fmult(2017) = 1.000,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.285178627568859,923999.379728899,4118801.0260847,5019115.76239567,3898319.05736859,4695098.18378251
Fmult(2017) = 1.010,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.288030413844547,932139.53015137,4117296.39990193,5019115.76239567,3889168.33051106,4688207.47546531
Fmult(2017) = 1.020,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.290882200120236,940259.932915107,4115792.46889257,5019115.76239567,3880018.88172096,4681333.92265049
Fmult(2017) = 1.030,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.293733986395924,948360.643282934,4114289.23270758,5019115.76239567,3870870.86188723,4674477.4765521
Fmult(2017) = 1.040,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.296585772671613,956441.716354397,4112786.6909981,5019115.76239567,3861724.42122713,4667638.08852982
Fmult(2017) = 1.050,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.299437558947302,964503.207066262,4111284.84341546,5019115.76239567,3852579.70928321,4660815.71008846
Fmult(2017) = 1.060,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.30228934522299,972545.170193006,4109783.68961115,5019115.76239567,3843436.87492047,4654010.29287756
Fmult(2017) = 1.070,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.305141131498679,980567.660347313,4108283.22923687,5019115.76239567,3834296.06632352,4647221.78869096
Fmult(2017) = 1.080,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.307992917774367,988570.731980564,4106783.46194448,5019115.76239567,3825157.4309937,4640450.14946632
Fmult(2017) = 1.090,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.310844704050056,996554.439383322,4105284.38738603,5019115.76239567,3816021.11574643,4633695.32728468
Fmult(2017) = 1.100,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.313696490325744,1004518.83668583,4103786.00521374,5019115.76239567,3806887.26670841,4626957.27437007
Fmult(2017) = 1.110,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.316548276601433,1012463.97785847,4102288.31508003,5019115.76239567,3797756.02931502,4620235.94308903
Fmult(2017) = 1.120,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.319400062877122,1020389.91671231,4100791.3166375,5019115.76239567,3788627.54830765,4613531.28595017
Fmult(2017) = 1.130,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.32225184915281,1028296.70689951,4099295.0095389,5019115.76239567,3779501.96773119,4606843.25560378
Fmult(2017) = 1.140,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.325103635428499,1036184.40191384,4097799.39343721,5019115.76239567,3770379.43093149,4600171.80484137
Fmult(2017) = 1.150,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.327955421704187,1044053.05509118,4096304.46798554,5019115.76239567,3761260.08055285,4593516.88659521
Fmult(2017) = 1.160,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.330807207979876,1051902.71960997,4094810.23283722,5019115.76239567,3752144.05853565,4586878.45393796
Fmult(2017) = 1.170,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.333658994255565,1059733.44849171,4093316.68764574,5019115.76239567,3743031.50611393,4580256.46008219
Fmult(2017) = 1.180,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.336510780531253,1067545.29460138,4091823.83206478,5019115.76239567,3733922.56381308,4573650.85838
Fmult(2017) = 1.190,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.339362566806942,1075338.31064801,4090331.66574819,5019115.76239567,3724817.37144754,4567061.60232253
Fmult(2017) = 1.200,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.34221435308263,1083112.54918508,4088840.18835001,5019115.76239567,3715716.06811856,4560488.64553959
Fmult(2017) = 1.210,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.345066139358319,1090868.06261099,4087349.39952445,5019115.76239567,3706618.79221202,4553931.94179924
Fmult(2017) = 1.220,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.347917925634007,1098604.90316958,4085859.29892592,5019115.76239567,3697525.68139627,4547391.44500732
Fmult(2017) = 1.230,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.350769711909696,1106323.12295057,4084369.88620898,5019115.76239567,3688436.87262004,4540867.10920706
Fmult(2017) = 1.240,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.353621498185385,1114022.77389001,4082881.1610284,5019115.76239567,3679352.50211039,4534358.88857867
Fmult(2017) = 1.250,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.356473284461073,1121703.90777077,4081393.12303912,5019115.76239567,3670272.70537066,4527866.73743889
Fmult(2017) = 1.260,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.359325070736762,1129366.57622301,4079905.77189624,5019115.76239567,3661197.61717858,4521390.61024061
Fmult(2017) = 1.270,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.36217685701245,1137010.83072461,4078419.10725506,5019115.76239567,3652127.37158428,4514930.46157243
Fmult(2017) = 1.280,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.365028643288139,1144636.72260168,4076933.12877106,5019115.76239567,3643062.10190848,4508486.24615825
Fmult(2017) = 1.290,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.367880429563828,1152244.30302897,4075447.8360999,5019115.76239567,3634001.94074064,4502057.91885686
Fmult(2017) = 1.300,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.370732215839516,1159833.62303036,4073963.2288974,5019115.76239567,3624947.01993715,4495645.43466153
Fmult(2017) = 1.310,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.373584002115205,1167404.73347931,4072479.30681958,5019115.76239567,3615897.47061967,4489248.74869959
Fmult(2017) = 1.320,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.376435788390893,1174957.6850993,4070996.06952264,5019115.76239567,3606853.42317338,4482867.81623203
Fmult(2017) = 1.330,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.379287574666582,1182492.52846433,4069513.51666293,5019115.76239567,3597815.00724535,4476502.59265311
Fmult(2017) = 1.340,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.38213936094227,1190009.3139993,4068031.64789702,5019115.76239567,3588782.35174297,4470153.0334899
Fmult(2017) = 1.350,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.384991147217959,1197508.09198054,4066550.46288163,5019115.76239567,3579755.58483238,4463819.09440192
Fmult(2017) = 1.360,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.387842933493648,1204988.91253622,4065069.96127367,5019115.76239567,3570734.83393694,4457500.73118075
Fmult(2017) = 1.370,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.390694719769336,1212451.82564677,4063590.14273022,5019115.76239567,3561720.22573582,4451197.89974956
